CommonName,Type,CA,SerialNumber,HourPeriod,CorrectFormatSerialNum,IsTimeValid,IsVerified
*.school38.info,precertificate,Russian Trusted Sub CA,18DEFA1B9A38AD02B88FFC5CED6,8760,true,true,true
*.kav-crb.ru,precertificate,Russian Trusted Sub CA,18DEFA3D83038D9B73E2E8B76FC,8760,true,true,true
cpsphere.sberins.ru,precertificate,Russian Trusted Sub CA,18DEFA685E12E391418781A5A3C,8760,true,true,true
chatcb.csc.sberbank.ru,precertificate,Russian Trusted Sub CA,18DEFA68E0EF835E66C9B467CAC,8760,true,true,true
psi.sberpb.ru,precertificate,Russian Trusted Sub CA,18DEFA69564F8B5A1502DB2B5AC,8760,true,true,true
test.tortuga.sberbank.ru,precertificate,Russian Trusted Sub CA,18DEFA69D2AFA2176B3CE29B007,8760,true,true,true
sc.sberins.ru,precertificate,Russian Trusted Sub CA,18DEFA6A3BA2E393FF9491A5A3C,8760,true,true,true
events.gazprombank.ru,precertificate,Russian Trusted Sub CA,18DF504F03B25B5BB0904486D1D,8760,true,true,true
api.pps.gazprombank.ru,precertificate,Russian Trusted Sub CA,18DF504F8B625B52EA904486D1D,8760,true,true,true
test.service.gazprombank.ru,precertificate,Russian Trusted Sub CA,18DF50500F225FDDA511F486D1D,8760,true,true,true
cs.gazprombank.ru,precertificate,Russian Trusted Sub CA,18DF505098A25B5FF6904486D1D,8760,true,true,true
vts.gazprombank.ru,precertificate,Russian Trusted Sub CA,18DF505121B2535AD6204486D1D,8760,true,true,true
online.gpb.ru,precertificate,Russian Trusted Sub CA,18DF5051AB886DBC36F04486D9D,8760,true,true,true
vdr.gazprombank.ru,precertificate,Russian Trusted Sub CA,18DF50525BE00D61801525BC77F,8760,true,true,true
test.vts.gazprombank.ru,precertificate,Russian Trusted Sub CA,18DF5052E262535F7DC05486D1D,8760,true,true,true
*.online.gpb.ru,precertificate,Russian Trusted Sub CA,18DF50535FD8657596E04486D9D,8760,true,true,true
wbx-meeting.smpbank.ru,precertificate,Russian Trusted Sub CA,18DF50B03AA95D88FA8DD283D82,8760,true,true,true
tms.sberbank.ru,precertificate,Russian Trusted Sub CA,18DF5184BF6A5E5AFB3CEA940D9,8760,true,true,true
crmbpm.spasibosb.sigma.sbrf.ru,precertificate,Russian Trusted Sub CA,18DF518558EE729A73ADD8D1F5E,8760,true,true,true
si20ift.mobile-sbe-dev.sbrf.ru,precertificate,Russian Trusted Sub CA,18DF5185DCEF829A3A0A91551AC,8760,true,true,true
owi.spasibobonus.sigma.sbrf.ru,precertificate,Russian Trusted Sub CA,18DF51866B8E7BF6860D58D1F5E,8760,true,true,true
elk.spasibosb.ru,precertificate,Russian Trusted Sub CA,18DF51C37B2FFE02472BD8D1F5E,8760,true,true,true
grafana.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF51C41AA0ABBC814BD8D1F1E,8760,true,true,true
crm.spasibosb.ru,precertificate,Russian Trusted Sub CA,18DF51C49DDFF272572BD8D1F5E,8760,true,true,true
guest.cplsb.ru,precertificate,Russian Trusted Sub CA,18DF51C51DF03DCC973BD8D1F5E,8760,true,true,true
help.spasibo.digital,precertificate,Russian Trusted Sub CA,18DF51C5A5BCFEBA66BBD8D1FD6,8760,true,true,true
game3.spasibosb.ru,precertificate,Russian Trusted Sub CA,18DF51C6306FFB68875BD8D1F5E,8760,true,true,true
dev-gmp.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF51C6C810A1FC614BD8D1F1E,8760,true,true,true
info.spasibosb.ru,precertificate,Russian Trusted Sub CA,18DF51C7706FFA4A370BD8D1F5E,8760,true,true,true
dm.spasibosb.ru,precertificate,Russian Trusted Sub CA,18DF51C7E86FFE16B73BD8D1F5E,8760,true,true,true
2048c.spasibosb.ru,precertificate,Russian Trusted Sub CA,18DF51C866BFFC44274BD8D1F5E,8760,true,true,true
clientrix.cplsb.ru,precertificate,Russian Trusted Sub CA,18DF51C918A8388D575BD8D1F5E,8760,true,true,true
ift-lgmp.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF51C99DE0ABF31B1BD8D1F1E,8760,true,true,true
bi.cplsb.ru,precertificate,Russian Trusted Sub CA,18DF51CA651D3E1A373BD8D1F5E,8760,true,true,true
api.spasibosb.ru,precertificate,Russian Trusted Sub CA,18DF51CAE92FF732272BD8D1F5E,8760,true,true,true
bonus-spasibo.ru,precertificate,Russian Trusted Sub CA,18DF51CB6BBCC452B72BD8D1F1E,8760,true,true,true
appserv.cplsb.ru,precertificate,Russian Trusted Sub CA,18DF51CBF8653922372BD8D1F5E,8760,true,true,true
bitrix.sbspasibo.ru,precertificate,Russian Trusted Sub CA,18DF51CC84ECCEA397FBD8D1F1E,8760,true,true,true
gitlab.cplsb.ru,precertificate,Russian Trusted Sub CA,18DF51CD4BE33546973BD8D1F5E,8760,true,true,true
backend.spasibosb.ru,precertificate,Russian Trusted Sub CA,18DF51CDE56FFCE806ABD8D1F5E,8760,true,true,true
cdn.spasibosb.ru,precertificate,Russian Trusted Sub CA,18DF51CE696FF773172BD8D1F5E,8760,true,true,true
omon.cplsb.ru,precertificate,Russian Trusted Sub CA,18DF51FEA59F3D79873BD8D1F5E,8760,true,true,true
sbspasibo.ru,precertificate,Russian Trusted Sub CA,18DF51FF51FCC0EB473BD8D1F1E,8760,true,true,true
sc-ek-app-if01.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF51FFC7F0A937648898D1F1E,8760,true,true,true
proxy.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF520088B0A73F769BD8D1F1E,8760,true,true,true
kibana.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF52011A20AFB8942BD8D1F1E,8760,true,true,true
kibana-gmp-ift.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF52019420A17E65C8C8D1F1E,8760,true,true,true
kibana.spasibobonus.ru,precertificate,Russian Trusted Sub CA,18DF52020AF0D1CE311BD8D1F9E,8760,true,true,true
sberprime.spasibo.digital,precertificate,Russian Trusted Sub CA,18DF5202935CFC3551CBE8D1FD6,8760,true,true,true
loystg-bonus.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF520304F0A376F96B18D1F1E,8760,true,true,true
mail.spasibosb.ru,precertificate,Russian Trusted Sub CA,18DF5203A3AFF2AAE70BD8D1F5E,8760,true,true,true
loystg-proxy.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF52046CE0A737894B18D1F1E,8760,true,true,true
sberspasibo.ru,precertificate,Russian Trusted Sub CA,18DF52050928C60C273BD8D1F1E,8760,true,true,true
new.spasibosberbank.ru,precertificate,Russian Trusted Sub CA,18DF52058A899366310BD8D1F9E,8760,true,true,true
itsm.spasibosb.ru,precertificate,Russian Trusted Sub CA,18DF52061D7FF1D8470BD8D1F5E,8760,true,true,true
loystg-kibana.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF52069790AFB97B9A48D1F1E,8760,true,true,true
mahjong.spasibosb.ru,precertificate,Russian Trusted Sub CA,18DF52071C8FF74CD6BBD8D1F5E,8760,true,true,true
ras03.spasibosb.ru,precertificate,Russian Trusted Sub CA,18DF5207989FF0C5675BD8D1F5E,8760,true,true,true
loystg-repo.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF52083B10AF78800BB8D1F1E,8760,true,true,true
preprodcrm.spasibosb.ru,precertificate,Russian Trusted Sub CA,18DF5208CD8FF3F68A7BD8D1F5E,8760,true,true,true
loystg-repo-stg.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF52094DB0A87E941DA8D1F1E,8760,true,true,true
sc-omni-ift-02.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF5226F9B0A5BF5DF898D1F1E,8760,true,true,true
sc-omni-ift-02-sub.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF522795B0AB327B6F78E1F1E,8760,true,true,true
sc-omni-ift-05.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF522819A0ACBF7DF898D1F1E,8760,true,true,true
sc-omni-be-if02.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF5228B570A5B3129D48D1F1E,8760,true,true,true
sc-ek-app-ps22.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF522942B0AD33449898D1F1E,8760,true,true,true
sc-ek-ts-if02.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF5229D120ADB8462A78D1F1E,8760,true,true,true
sc-omni-ift-07-sub.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF522A7A70A73E2B6F78E1F1E,8760,true,true,true
sc-ek-app-ps01.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF522AFB30A833E49898D1F1E,8760,true,true,true
sc-omni-ift-07.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF522B9470A07F9DF898D1F1E,8760,true,true,true
sc-omni-be-if01.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF522C4B00A133629D48D1F1E,8760,true,true,true
sc-ek-ts-ps02.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF522D17E0ACBCC63A78D1F1E,8760,true,true,true
sc-omni-ift-04.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF522DD050ABFF4DF898D1F1E,8760,true,true,true
sc-omni-nt.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF522E6480AD76839BE8D1F1E,8760,true,true,true
sc-omni-pp-01.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF522EEF30A13BD26A78D1F1E,8760,true,true,true
sc-ek-app-ps21.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF522F7770A9B3349898D1F1E,8760,true,true,true
sc-omni-ift-01-old.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF52300070A3F17B6F78E1F1E,8760,true,true,true
sc-omni-ift-01-1.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF523081B0AEB90C26F8D1F1E,8760,true,true,true
sc-omni-ift-03.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF523104F0A6FF4DF898D1F1E,8760,true,true,true
sc-omni-ift-01.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF52318780A13F2DF898D1F1E,8760,true,true,true
sc-ek-app-ps02.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF52320E00ACB3949898D1F1E,8760,true,true,true
sc-omni-wd-de04.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF5249D730A7FF822D48D1F1E,8760,true,true,true
sc-omni-wd-de14.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF524A5930AF7FB22D48D1F1E,8760,true,true,true
sc-omni-wd-de11.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF524AD5B0A5BFD22D48D1F1E,8760,true,true,true
sc-omni-wd-de10.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF524B69A0A9FFC22D48D1F1E,8760,true,true,true
sc-omni-wd-de07.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF524BDB60AC7F522D48D1F1E,8760,true,true,true
sc-omni-pp-02-old.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF524C5790ABF9322188C1F1E,8760,true,true,true
sc-omni-wd-de05.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF524CC730A0BFB22D48D1F1E,8760,true,true,true
sc-omni-wd-de02.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF524D8340A9BF922D48D1F1E,8760,true,true,true
sc-omni-wd-de03.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF524E1000AAFF822D48D1F1E,8760,true,true,true
sc-omni-wd-de06.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF524E9DA0A23FA22D48D1F1E,8760,true,true,true
sc-omni-wd-de13.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF524F18E0A27FB22D48D1F1E,8760,true,true,true
sc-omni-pp-03.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF524FA190A6FBB26A78D1F1E,8760,true,true,true
sc-omni-wd-de12.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF52501F80A13FA22D48D1F1E,8760,true,true,true
sc-omni-st-01.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF5250A090AD34D26A78D1F1E,8760,true,true,true
sc-omni-wd-de08.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF52512C30AE7F422D48D1F1E,8760,true,true,true
sc-omni-wd-de09.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF5251C060A83F722D48D1F1E,8760,true,true,true
sc-omni-pp-02.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF52527770A5BBA26A78D1F1E,8760,true,true,true
sc-omni-wd-de01.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF525609B0AD3FE22D48D1F1E,8760,true,true,true
sc-omni-st.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF52569170AAF0639BE8D1F1E,8760,true,true,true
sc-omni-wd-de15.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF525709F0A83F822D48D1F1E,8760,true,true,true
spasibosberbank.events,precertificate,Russian Trusted Sub CA,18DF5272C56D29AC71ABD8D1F06,8760,true,true,true
sc-omni-wd-de18.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF52733DD0A6FF722D48D1F1E,8760,true,true,true
spasibo.market,precertificate,Russian Trusted Sub CA,18DF5273C27F5E7C673BD8D1F96,8760,true,true,true
sc-omni-wd-de21.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF527456A0ACBF322D48D1F1E,8760,true,true,true
sc-omni-wd-de23.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF5274D080AB7F522D48D1F1E,8760,true,true,true
sc-pp-fe-if01.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF52753DE0A13D435A78D1F1E,8760,true,true,true
spasibosberbank.online,precertificate,Russian Trusted Sub CA,18DF5275CCFA390C71ABD8D1FFE,8760,true,true,true
ubc-psi01.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF52767A20A33DBC9BC8D1F1E,8760,true,true,true
sc-omni-wd-de17.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF52773D30A4FF622D48D1F1E,8760,true,true,true
testsberprime.spasibo.digital,precertificate,Russian Trusted Sub CA,18DF527842CCFC325DA8B8D1FD6,8760,true,true,true
ubc-psi21.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF5278EA00A2BD6C9BC8D1F1E,8760,true,true,true
spasibo-nt-mon.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF527961E0AB3C1DB898D1F1E,8760,true,true,true
sc-omni-wd-de22.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF5279EE70A83F422D48D1F1E,8760,true,true,true
sc-omni-wd-de24.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF527A6230A67F522D48D1F1E,8760,true,true,true
ubc-dev01.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF527AE0E0A933CCABC8D1F1E,8760,true,true,true
spasibo.digital,precertificate,Russian Trusted Sub CA,18DF527B5EACF1B7D73BD8D1FD6,8760,true,true,true
ubc-psi22.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF527BD4A0A63D1C9BC8D1F1E,8760,true,true,true
test.spasibo.digital,precertificate,Russian Trusted Sub CA,18DF527C8E6CFBB9868BD8D1FD6,8760,true,true,true
sc-omni-wd-de20.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF527D0B70A0FF222D48D1F1E,8760,true,true,true
ubc-psi02.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF527D7FC0A7BDCC9BC8D1F1E,8760,true,true,true
sc-omni-wd-de25.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF527DFB70A13F622D48D1F1E,8760,true,true,true
spasibo-nt.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF527E6910AF72639BE8D1F1E,8760,true,true,true
test-gmp.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF527EE1D0A5F8CAABD8D1F1E,8760,true,true,true
testhelp.spasibo.digital,precertificate,Russian Trusted Sub CA,18DF527F596CF6B95C5BC8D1FD6,8760,true,true,true
ubc-dev.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF527FD670A6BD81DBD8D1F1E,8760,true,true,true
vpn01.cplsb.ru,precertificate,Russian Trusted Sub CA,18DF5280627737CC473BD8D1F5E,8760,true,true,true
ubc-ift01.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF5280E320A63BFCBBC8D1F1E,8760,true,true,true
sc-omni-wd-de19.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF52816340A0BF422D48D1F1E,8760,true,true,true
spasibosberbank.ru,precertificate,Russian Trusted Sub CA,18DF5281E0299363975BD8D1F9E,8760,true,true,true
sc-omni-wd-de16.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF52825DE0AABF922D48D1F1E,8760,true,true,true
ubc-dev02.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF5282F0A0ADB3BCABC8D1F1E,8760,true,true,true
ubc.spasibosb.ru,precertificate,Russian Trusted Sub CA,18DF528395BFFE61572BD8D1F5E,8760,true,true,true
widget-pp-02.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF52A65930A5BCD87B08D1F1E,8760,true,true,true
www.loystg-ias.demo.spasibobonus.ru,precertificate,Russian Trusted Sub CA,18DF52A6E0A0D749373A6801F9E,8760,true,true,true
www.repo.spasibobonus.ru,precertificate,Russian Trusted Sub CA,18DF52A74740D04C4D2BC8D1F9E,8760,true,true,true
www.loystg-proxy.demo.spasibobonus.ru,precertificate,Russian Trusted Sub CA,18DF52A7BB50D74A6C5D1B91F9E,8760,true,true,true
www.sberapi.spasibobonus.ru,precertificate,Russian Trusted Sub CA,18DF52A82470DAC127CB08D1F9E,8760,true,true,true
www.ias.spasibobonus.ru,precertificate,Russian Trusted Sub CA,18DF52A88D60D24A3A2BD8D1F9E,8760,true,true,true
www.ias.demo.spasibobonus.ru,precertificate,Russian Trusted Sub CA,18DF52A930B0D74C351A78D1F9E,8760,true,true,true
www.loystg-api.demo.spasibobonus.ru,precertificate,Russian Trusted Sub CA,18DF52A9C430D746275A6801F9E,8760,true,true,true
www.ias-adm.spasibobonus.ru,precertificate,Russian Trusted Sub CA,18DF52AA3C30D7C9762B08D1F9E,8760,true,true,true
www.loystg-repo.demo.spasibobonus.ru,precertificate,Russian Trusted Sub CA,18DF52AACF10D7487198B971F9E,8760,true,true,true
www.loystg-ias-adm.demo.spasibobonus.ru,precertificate,Russian Trusted Sub CA,18DF52AB4960D7448720D5C1F9E,8760,true,true,true
www.loystg-owi.demo.spasibobonus.ru,precertificate,Russian Trusted Sub CA,18DF52ABCB60D74EE58A6801F9E,8760,true,true,true
widget-ift-04.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF52AC3620ABF1A9DA68D1F1E,8760,true,true,true
www.loystg-grafana.demo.spasibobonus.ru,precertificate,Russian Trusted Sub CA,18DF52ACA9E0D7494260C5C1F9E,8760,true,true,true
www.loystg-xml-online.demo.spasibobonus.ru,precertificate,Russian Trusted Sub CA,18DF52AD4A20D742A252C00199E,8760,true,true,true
widget-pp-01.spasibotest.ru,precertificate,Russian Trusted Sub CA,18DF52ADCF30A13CA87B08D1F1E,8760,true,true,true
zakupki.spasibosb.ru,precertificate,Russian Trusted Sub CA,18DF52AE42BFF131F69BD8D1F5E,8760,true,true,true
www.api-gmp.spasibosb.ru,precertificate,Russian Trusted Sub CA,18DF52AEB6AFFFCFFD1BC8D1F5E,8760,true,true,true
www.xml-online.spasibobonus.ru,precertificate,Russian Trusted Sub CA,18DF52AF41A0D6C4470D58D1F9E,8760,true,true,true
www.sbapi.spasibobonus.ru,precertificate,Russian Trusted Sub CA,18DF52AFBAE0D2CCA30BE8D1F9E,8760,true,true,true
www.proxy.spasibobonus.ru,precertificate,Russian Trusted Sub CA,18DF52B037E0D0C4A32BE8D1F9E,8760,true,true,true
www.bonus-sber.spasibobonus.ru,precertificate,Russian Trusted Sub CA,18DF52B0DE40DACB8CBD58D1F9E,8760,true,true,true
www.loystg-kibana.demo.spasibobonus.ru,precertificate,Russian Trusted Sub CA,18DF52B16C30D74447E65E51F9E,8760,true,true,true
www.grafana.spasibobonus.ru,precertificate,Russian Trusted Sub CA,18DF52B1EE90D9C3168B08D1F9E,8760,true,true,true
www.dm22.spasibosb.ru,precertificate,Russian Trusted Sub CA,18DF52B27D3FF2BFA47BD8D1F5E,8760,true,true,true
www.owi.spasibobonus.ru,precertificate,Russian Trusted Sub CA,18DF52B2F3D0DCCF8A3BD8D1F9E,8760,true,true,true
www.promo.sberspasibo.ru,precertificate,Russian Trusted Sub CA,18DF52B399A8C6013D3BC8D1F1E,8760,true,true,true
*.trustverse.ru,precertificate,Russian Trusted Sub CA,18DF55F4069D5B4AFBF8E771C88,8760,true,true,true
*.securitycode.ru,precertificate,Russian Trusted Sub CA,18DF5611CBE2FB5AF0F49F5B13F,8760,true,true,true
push-ismg.psbank.ru,precertificate,Russian Trusted Sub CA,18DF56477FF6907ECB1A24F141B,8760,true,true,true
push-ismg-prod.psbank.ru,precertificate,Russian Trusted Sub CA,18DF564818A6907ECD45A11171B,8760,true,true,true
uzedo.bspb.ru,precertificate,Russian Trusted Sub CA,18DF56632B39FB806D027770D55,8760,true,true,true
*.acstest.bspb.ru,precertificate,Russian Trusted Sub CA,18DF56874649FB806D0276334A6,8760,true,true,true
i.bspb.ru,precertificate,Russian Trusted Sub CA,18DF56A0A48D912FBF5693C8B32,8760,true,true,true
dev.qdlocal.bspb.ru,precertificate,Russian Trusted Sub CA,18DF56BD31E11E85BF1E7C90C9A,8760,true,true,true
fx.bspb.ru,precertificate,Russian Trusted Sub CA,18DF56D5EF26F8B5BC140C18E20,8760,true,true,true
www.bspb.ru,precertificate,Russian Trusted Sub CA,18DF56F20A0D912FBF569BA1F31,8760,true,true,true
*.interteh.info,precertificate,Russian Trusted Sub CA,18DF570C53841B716F122052885,8760,true,true,true
*.mpitest.bspb.ru,precertificate,Russian Trusted Sub CA,18DF5726A8D9FB806D02783CEA7,8760,true,true,true
*.spbsad23.ru,precertificate,Russian Trusted Sub CA,18DF957A287504BE1248355BBF4,8760,true,true,true
expobank.ru,precertificate,Russian Trusted Sub CA,18DF96361FF15B41B0152BC134E,8760,true,true,true
*.spbsad23.ru,precertificate,Russian Trusted Sub CA,18DF96371FA504BE1248355BBF4,8760,true,true,true
*.spbvet.ru,precertificate,Russian Trusted Sub CA,18DF97CE78786E24E2C6A6EAC9D,8760,true,true,true
*.kebrus.ru,precertificate,Russian Trusted Sub CA,18DF97EE02DC5B4AFEB5155049D,8760,true,true,true
people.open.ru,precertificate,Russian Trusted Sub CA,18DF98431468C2573661F4CC726,8760,true,true,true
*.102pes.ru,precertificate,Russian Trusted Sub CA,18DFA5CB479C4F5D2AAF813986B,8760,true,true,true
relay.alfa-bank.ru,precertificate,Russian Trusted Sub CA,18DFA60DC3CF2F08F0DD979F6E5,8760,true,true,true
relay.alfa-bank.com,precertificate,Russian Trusted Sub CA,18DFA60F28BF7F08F0D4154D34D,8760,true,true,true
scanner1ksmg.alfabank.ru,precertificate,Russian Trusted Sub CA,18DFA6115152BF08F0DD99556C6,8760,true,true,true
scan1-gw.alfa-bank.info,precertificate,Russian Trusted Sub CA,18DFA6124119DF08F0D55B6E709,8760,true,true,true
relay.alfa-bank.info,precertificate,Russian Trusted Sub CA,18DFA61318CFCF08F0D55B6991D,8760,true,true,true
onlc.alfabank.ru,precertificate,Russian Trusted Sub CA,18DFA767BF3C2A75CC648037DF1,8760,true,true,true
telework.alfabank.ru,precertificate,Russian Trusted Sub CA,18DFA768758F5B5B02C8C34D017,8760,true,true,true
digital.alfabank.ru,precertificate,Russian Trusted Sub CA,18DFA769AE3BD63E483461AE88B,8760,true,true,true
anmfo.alfabank.ru,precertificate,Russian Trusted Sub CA,18DFA76B3800BBD4CA19106FAE2,8760,true,true,true
devlink.alfabank.ru,precertificate,Russian Trusted Sub CA,18DFA76C77FBD63F8BE461AE88B,8760,true,true,true
test-groupib-alfaid.alfabank.ru,precertificate,Russian Trusted Sub CA,18DFA76D6B1C456EE0A6F62A481,8760,true,true,true
mobilescanner.alfabank.ru,precertificate,Russian Trusted Sub CA,18DFA76E2CD981F5CF8AC9106FA,8760,true,true,true
alfapeople.alfabank.ru,precertificate,Russian Trusted Sub CA,18DFA76EE544680A15434D2405F,8760,true,true,true
groupib-alfaid.alfabank.ru,precertificate,Russian Trusted Sub CA,18DFA76F8CFBFCD146E52230DF4,8760,true,true,true
mc.ift.api.sberbank.ru,precertificate,Russian Trusted Sub CA,18DFA7F0E773AD3F689D9AE47F6,8760,true,true,true
pking-psi.sberbank.ru,precertificate,Russian Trusted Sub CA,18DFA7F2DDDF8C91C8844E57EAC,8760,true,true,true
plg-at.mobile-sbe-dev.sbrf.ru,precertificate,Russian Trusted Sub CA,18DFA7F332FF8C97C87F6AEE2B7,8760,true,true,true
ift.kwapp.spaymentsplus.ru,precertificate,Russian Trusted Sub CA,18DFA7F35C71059B5D93BB5287E,8760,true,true,true
psi.platiecom.ru,precertificate,Russian Trusted Sub CA,18DFA7F3818370A0662E6966554,8760,true,true,true
unsub.info.sberbank.ru,precertificate,Russian Trusted Sub CA,18DFA7F3A4E8237B1B0EBB172D7,8760,true,true,true
*.sberchat.sberbank.ru,precertificate,Russian Trusted Sub CA,18DFA7F3CF4ABA6708E2A6CBBAC,8760,true,true,true
ct.tlscc.ru,precertificate,TCI ECDSA B1 10-200,1076FD11C00260743C222EC,8760,true,true,true
platiecom.ru,precertificate,Russian Trusted Sub CA,18E08B1F305370A06A21FF86554,8760,true,true,true
widgets.sberdevices.ru,precertificate,Russian Trusted Sub CA,18E08B1FDD1BD6E70D725225E51,8760,true,true,true
sberbank.com,precertificate,Russian Trusted Sub CA,18E08B207E97BB9AFB3CE292872,8760,true,true,true
*.atomstandard.ru,precertificate,Russian Trusted Sub CA,18E08B51372DF6161EC5DE7902F,8760,true,true,true
*.nso.ru,precertificate,Russian Trusted Sub CA,18E08C39E8BCF0D0C00BEDDC936,8760,true,true,true
mail.ncsp.com,precertificate,Russian Trusted Sub CA,18E08C61640F957B079BEE4714B,8760,true,true,true
*.admpgo.ru,precertificate,Russian Trusted Sub CA,18E08CB82B16D16078360BEF616,8760,true,true,true
*.xn--80aegbkvxddlre.xn--p1ai,precertificate,Russian Trusted Sub CA,18E08CB8A4F6DE697813801C816,8760,true,true,true
*.petrozavodsk-mo.ru,precertificate,Russian Trusted Sub CA,18E08CB91C56D96615F37A1F616,8760,true,true,true
*.pgo-npa.ru,precertificate,Russian Trusted Sub CA,18E08CB99E96D560E1370BEF616,8760,true,true,true
*.xn--80aphfga3a3b.xn--p1ai,precertificate,Russian Trusted Sub CA,18E08CDC9A745C106E32C133FEA,8760,true,true,true
ihead.ru,precertificate,Russian Trusted Sub CA,18E08CFBE7D5A3EF94838D61D30,8760,true,true,true
*.xn--80adybflgbjnk9meg.xn--p1ai,precertificate,Russian Trusted Sub CA,18E08D1781819CD92013CAE3AF1,8760,true,true,true
mx01.as50464.net,precertificate,Russian Trusted Sub CA,18E08D307F712F7B7FB22932599,8760,true,true,true
media1.as50464.net,precertificate,Russian Trusted Sub CA,18E0902AE39E2F7CCFB22932599,8760,true,true,true
pki.mkb.ru,precertificate,Russian Trusted Sub CA,18E0904EDEE66DAAFFB2293A563,8760,true,true,true
mx02.as50464.net,precertificate,Russian Trusted Sub CA,18E09068F6982F9B7FB22932599,8760,true,true,true
cardlock.mkb.ru,precertificate,Russian Trusted Sub CA,18E09081A574B63A3FB2293A5A3,8760,true,true,true
games.mkb.ru,precertificate,Russian Trusted Sub CA,18E0909AAC5533AAEFB2293A523,8760,true,true,true
